BoW3D Loop Detection Results - Sequence 00
Format: FrameID, LoopFrameID, DetectionTime(s), Rotation_Matrix(9_values), Translation(3_values)
=========================================
1568, 114, 2.6100, 0.73173, 0.68158, 0.00438, -0.68159, 0.73173, 0.00009, -0.00314, -0.00305, 0.99999, 2.61653, 0.72311, -0.03386
1569, 121, 2.2670, 0.91661, 0.39979, 0.00076, -0.39979, 0.91660, 0.00281, 0.00043, -0.00288, 1.00000, 0.20660, 1.15049, -0.00918
1570, 123, 1.8812, 0.94755, 0.31960, -0.00108, -0.31959, 0.94755, 0.00186, 0.00161, -0.00142, 1.00000, -0.14621, 0.98900, 0.01286
1571, 127, 1.7927, 0.97675, 0.21430, -0.00521, -0.21430, 0.97677, 0.00022, 0.00513, 0.00090, 0.99999, -1.41558, 0.87767, 0.04085
1574, 125, 1.6258, 0.97837, 0.20680, 0.00466, -0.20681, 0.97838, -0.00020, -0.00460, -0.00076, 0.99999, 1.06951, 0.55383, -0.05398
1575, 130, 1.4971, 0.99286, 0.11923, -0.00229, -0.11922, 0.99286, 0.00319, 0.00265, -0.00289, 0.99999, -0.62310, 0.52726, 0.01431
1576, 129, 1.9102, 0.99253, 0.12200, 0.00147, -0.12200, 0.99253, 0.00175, -0.00125, -0.00192, 1.00000, 0.39850, 0.44534, -0.01438
1578, 132, 1.7901, 0.99650, 0.08355, 0.00001, -0.08355, 0.99650, 0.00111, 0.00008, -0.00111, 1.00000, 0.03263, 0.36670, -0.00095
1579, 133, 1.7925, 0.99734, 0.07294, -0.00000, -0.07294, 0.99733, 0.00335, 0.00025, -0.00335, 0.99999, 0.12721, 0.34865, 0.00084
1581, 131, 1.6324, 0.99586, 0.09053, 0.00843, -0.09052, 0.99589, -0.00186, -0.00857, 0.00109, 0.99996, 2.40973, 0.21258, -0.03196
1582, 137, 1.8389, 0.99879, 0.04919, -0.00062, -0.04919, 0.99879, 0.00133, 0.00069, -0.00130, 1.00000, -0.26929, 0.21827, 0.00082
1584, 139, 1.9731, 0.99897, 0.04547, -0.00033, -0.04547, 0.99897, 0.00056, 0.00036, -0.00054, 1.00000, -0.16197, 0.17622, -0.00211
1587, 142, 2.2065, 0.99930, 0.03748, -0.00053, -0.03748, 0.99930, 0.00084, 0.00057, -0.00082, 1.00000, -0.07835, 0.08955, 0.00044
1588, 145, 2.2951, 0.99898, 0.04511, -0.00327, -0.04512, 0.99897, -0.00502, 0.00304, 0.00516, 0.99998, -1.53718, 0.04237, -0.01357
1589, 144, 2.2886, 0.99938, 0.03511, 0.00017, -0.03511, 0.99938, 0.00003, -0.00017, -0.00003, 1.00000, -0.00635, 0.02433, -0.00160
1591, 144, 2.2398, 0.99985, 0.01581, 0.00724, -0.01581, 0.99987, -0.00090, -0.00725, 0.00078, 0.99997, 1.57925, -0.01848, -0.00016
1592, 147, 2.2766, 0.99983, 0.01829, 0.00046, -0.01829, 0.99983, -0.00050, -0.00047, 0.00049, 1.00000, 0.09836, -0.03402, 0.00145
1593, 148, 2.3097, 0.99994, 0.01102, 0.00040, -0.01102, 0.99994, -0.00053, -0.00041, 0.00053, 1.00000, 0.11718, -0.05699, -0.00014
1595, 151, 1.7457, 1.00000, 0.00285, -0.00071, -0.00285, 0.99999, -0.00151, 0.00071, 0.00152, 1.00000, -0.58113, -0.06714, -0.01527
1596, 151, 1.8498, 0.99995, -0.01007, 0.00065, 0.01007, 0.99995, -0.00046, -0.00065, 0.00046, 1.00000, 0.24888, -0.07895, 0.00630
1599, 155, 1.8273, 0.99968, -0.02539, -0.00091, 0.02539, 0.99968, 0.00061, 0.00090, -0.00063, 1.00000, -0.37164, 0.01343, -0.00198
1601, 156, 1.1548, 0.99966, -0.02601, 0.00140, 0.02601, 0.99966, -0.00062, -0.00138, 0.00066, 1.00000, 0.51895, 0.07193, 0.00418
1602, 158, 1.2785, 0.99977, -0.02121, -0.00074, 0.02121, 0.99977, 0.00095, 0.00072, -0.00097, 1.00000, -0.18819, 0.08804, 0.00207
1603, 159, 1.4007, 0.99986, -0.01669, -0.00087, 0.01669, 0.99986, 0.00103, 0.00085, -0.00104, 1.00000, -0.18615, 0.08718, 0.00154
1604, 159, 1.5349, 0.99998, -0.00535, 0.00244, 0.00535, 0.99999, -0.00095, -0.00244, 0.00096, 1.00000, 0.66397, 0.10941, -0.00220
1605, 160, 1.4907, 0.99999, 0.00443, 0.00275, -0.00443, 0.99999, -0.00004, -0.00275, 0.00003, 1.00000, 0.72839, 0.13924, -0.00234
1607, 163, 1.4365, 0.99990, 0.01396, 0.00000, -0.01396, 0.99990, 0.00009, -0.00000, -0.00009, 1.00000, 0.00275, 0.08225, 0.00162
1608, 164, 1.2907, 0.99981, 0.01949, 0.00017, -0.01949, 0.99981, 0.00020, -0.00017, -0.00021, 1.00000, 0.03398, 0.08172, 0.00096
1609, 165, 1.6735, 0.99969, 0.02495, 0.00022, -0.02495, 0.99969, 0.00032, -0.00021, -0.00033, 1.00000, 0.07769, 0.05419, 0.00245
1610, 165, 1.6607, 0.99938, 0.03489, 0.00382, -0.03489, 0.99939, -0.00078, -0.00385, 0.00064, 0.99999, 0.87196, 0.04491, -0.01343
